100.0000 71.5888 89.1040 92.6480 91.1504 18.1931 8.6283 99.1277 98.4513 99.3146
100.0000 72.0726 87.8462 93.6130 86.0513 84.9718 29.8974 98.8103 97.3333 100.0000
99.5885 68.6409 89.1175 92.4379 7.9561 96.2454 25.1943 99.5769 94.1472 99.6298
99.1154 53.0297 87.7362 81.6932 6.5139 100.0000 5.3076 94.7572 92.5211 99.9570
98.9946 52.9753 87.5576 82.9212 8.6301 100.0000 2.7231 96.1360 87.7671 99.2272
99.6767 64.7259 89.0531 91.5090 84.7113 81.6594 36.3972 96.3610 97.4596 98.7385
98.2815 64.6084 89.8746 90.3112 81.6071 8.0823 25.7315 96.7871 92.0111 99.8494
99.4018 65.2816 87.8863 92.4002 17.9960 100.0000 23.6291 93.7671 92.2732 98.8518
75.4386 71.0709 87.7193 85.4600 66.3743 99.7285 60.5263 74.6606 0.0000 100.0000
98.8897 78.1538 89.0452 91.5769 19.9112 69.3462 52.9978 80.8462 0.0000 100.0000
99.5056 77.2248 84.1808 96.7213 18.8559 100.0000 8.1215 95.0234 95.5508 99.8244
99.9218 74.7184 82.9421 93.9299 11.2676 100.0000 16.9797 96.1202 97.6526 99.9374
99.7899 46.0118 82.9832 84.7858 69.7479 28.5820 67.6471 98.8922 100.0000 98.4490
95.0698 76.8100 83.4840 78.6476 51.6023 100.0000 30.8956 83.1312 98.1101 99.6692
94.6255 72.0489 89.0795 82.1101 79.1309 28.8379 24.2424 77.1254 99.0852 92.4465
97.2689 76.5914 88.7605 76.7967 61.7122 100.0000 54.6218 91.7864 98.7395 95.7466
96.2253 74.8909 88.2114 70.5557 69.0476 100.0000 54.7619 93.2499 98.2578 99.7963
91.0938 74.7103 86.7304 79.6929 6.2762 100.0000 56.4854 92.6419 98.1470 99.7683
94.4623 62.3908 87.7207 62.1998 82.9856 90.0655 47.6726 91.4847 0.0000 100.0000
92.5193 56.3541 88.7789 51.6041 32.3432 100.0000 46.8647 93.0117 0.0000 100.0000
93.9347 55.8900 88.0249 47.0965 47.2784 100.0000 54.2768 95.0225 0.0000 100.0000
97.9827 60.5851 79.2507 47.2671 91.6427 35.3349 66.8588 98.5887 0.0000 100.0000
98.4556 59.4798 64.8649 43.2839 82.2394 92.1357 78.7645 93.9443 0.0000 100.0000
-nan 58.5606 -nan 53.2294 -nan 30.8591 -nan 96.7603 -nan 100.0000
-nan 72.2419 -nan 60.2443 -nan 76.1820 -nan 96.9661 -nan 100.0000
-nan 61.1792 -nan 48.2573 -nan 72.3240 -nan 71.7041 -nan 100.0000
-nan 57.0245 -nan 53.3836 -nan 33.1073 -nan 61.4815 -nan 100.0000
-nan 57.5250 -nan 53.3407 -nan 31.2114 -nan 85.1832 -nan 100.0000
-nan 57.0495 -nan 48.1122 -nan 38.6012 -nan 83.5431 -nan 100.0000
-nan 55.8724 -nan 50.4154 -nan 28.1911 -nan 85.1775 -nan 100.0000
-nan 55.8485 -nan 41.5920 -nan 48.0164 -nan 89.1733 -nan 100.0000
-nan 47.4196 -nan 40.4822 -nan 47.7157 -nan 92.3435 -nan 100.0000
-nan 55.0921 -nan 40.0097 -nan 45.9748 -nan 90.2522 -nan 100.0000
-nan 66.4714 -nan 64.3485 -nan 64.4217 -nan 94.5827 -nan 100.0000
