0.427072,0.380495,0.375144,0.361209,0.404357,303.954,0.368035
0.52563,0.449331,0.431847,0.467608,0.475135,283.683,0.437533
0.526342,0.455858,0.462217,0.499554,0.486457,266.242,0.437435
0.65542,0.628394,0.635982,0.632433,0.635918,178.044,0.628611
0.705297,0.669015,0.670364,0.671627,0.667107,130.257,0.673619
0.667949,0.635776,0.636145,0.635326,0.634167,149.28,0.638903
0.677448,0.630237,0.622392,0.614173,0.623285,141.918,0.633088
0.659825,0.609444,0.608011,0.59852,0.606307,149.854,0.613884
0.692662,0.67059,0.671721,0.67069,0.673978,136.447,0.668844
0.446789,0.387245,0.410084,0.416895,0.412507,311.306,0.387799
0.513285,0.472619,0.504162,0.500487,0.512919,226.453,0.46488
