0.0,0.0000,100.0000
0.001,0.0000,100.0000
0.002,0.0844,100.0000
0.003,0.1688,100.0000
0.004,0.1688,99.9094
0.005,0.1688,99.8187
0.006,0.1688,99.6979
0.007,0.5063,99.6375
0.008,1.2658,99.4260
0.009,1.8565,99.2145
0.01,2.2785,99.0937
0.011,2.9536,99.0332
0.012,3.7131,98.8520
0.013,4.1350,98.7613
0.014,4.3882,98.5196
0.015,4.8101,98.2779
0.016,4.8945,98.0967
0.017,5.4008,97.9154
0.018,5.6540,97.6435
0.019,6.2447,97.5227
0.02,6.4979,97.2810
0.021,7.0042,97.1299
0.022,7.3418,96.9486
0.023,7.4262,96.7069
0.024,7.5949,96.4350
0.025,8.1857,96.3746
0.026,8.3544,96.1631
0.027,8.6920,96.0725
0.028,9.1139,95.7704
0.029,9.6203,95.5589
0.03,9.8734,95.4381
0.031,10.4641,95.3474
0.032,10.6329,95.2870
0.033,11.3924,94.8640
0.034,11.8143,94.5317
0.035,12.2363,94.1994
0.036,12.5738,93.8066
0.037,12.9114,93.5952
0.038,13.2489,93.2931
0.039,13.7553,92.8701
0.04,14.0084,92.4471
0.041,14.3460,92.0846
0.042,14.8523,91.7523
0.043,15.2743,91.4502
0.044,15.9494,91.2085
0.045,16.2869,90.8459
0.046,17.3840,90.6344
0.047,18.3122,90.3625
0.048,18.4810,90.1208
0.049,19.0717,89.9396
0.05,20.1688,89.6677
0.051,20.7595,89.4864
0.052,21.1814,89.2749
0.053,21.7722,89.0030
0.054,22.4473,88.7311
0.055,23.2911,88.6405
0.056,23.5443,88.4592
0.057,24.3882,88.3686
0.058,24.8945,88.1873
0.059,25.6540,88.0363
0.06,26.1603,87.7039
0.061,26.4135,87.5227
0.062,27.2574,87.1903
0.063,28.2700,87.0997
0.064,29.1983,86.7976
0.065,30.0422,86.6163
0.066,30.8861,86.3142
0.067,31.4768,86.0121
0.068,32.3207,85.8308
0.069,33.5021,85.6798
0.07,34.5992,85.3776
0.071,35.4430,85.2870
0.072,36.3713,85.0151
0.073,37.2152,84.8036
0.074,37.7215,84.5921
0.075,38.9030,84.5015
0.076,39.7468,84.3202
0.077,40.2532,84.2296
0.078,40.9283,83.9879
0.079,41.7722,83.8066
0.08,42.8692,83.6254
0.081,43.5443,83.4743
0.082,44.7257,83.3233
0.083,45.4008,83.1420
0.084,46.1603,83.0211
0.085,46.7511,83.0211
0.086,47.5949,82.9607
0.087,48.2700,82.8097
0.088,49.6203,82.5982
0.089,50.4641,82.4773
0.09,50.8861,82.3867
0.091,51.7300,82.2054
0.092,52.4051,82.1450
0.093,53.1646,81.8731
0.094,53.7553,81.7523
0.095,54.1772,81.7221
0.096,54.5148,81.5408
0.097,54.8523,81.5106
0.098,55.3586,81.2991
0.099,55.6118,81.2387
0.1,56.2025,81.1178
0.101,56.5401,81.0272
0.102,57.2996,80.9366
0.103,57.8059,80.8459
0.104,58.3122,80.6949
0.105,58.7342,80.5136
0.106,58.9873,80.4230
0.107,59.5781,80.3625
0.108,60.0844,80.1813
0.109,60.4219,80.0906
0.11,60.7595,79.9698
0.111,61.1814,79.7885
0.112,61.6034,79.7583
0.113,62.1097,79.6677
0.114,62.1097,79.6073
0.115,62.6160,79.5770
0.116,62.7848,79.4562
0.117,62.8692,79.3353
0.118,62.9536,79.2447
0.119,63.1224,79.2145
0.12,63.3755,79.1239
0.121,63.7975,78.9426
0.122,63.9662,78.8520
0.123,64.1350,78.6405
0.124,64.1350,78.5801
0.125,64.2194,78.5801
0.126,64.3882,78.4894
0.127,64.8101,78.2477
0.128,64.8945,78.2175
0.129,65.6540,78.2175
0.13,66.2447,78.1269
0.131,66.2447,78.0060
0.132,66.3291,77.9456
0.133,66.5823,77.8248
0.134,67.0042,77.7644
0.135,67.2574,77.6737
0.136,67.4262,77.5227
0.137,67.5949,77.4320
0.138,67.8481,77.4018
0.139,68.1013,77.2810
0.14,68.1857,77.2810
0.141,68.1857,77.1601
0.142,68.2700,77.1299
0.143,68.3544,77.0393
0.144,68.4388,76.9184
0.145,68.6076,76.8580
0.146,68.8608,76.7976
0.147,68.9451,76.6163
0.148,68.9451,76.5861
0.149,69.0295,76.4653
0.15,69.0295,76.4653
0.151,69.0295,76.4048
0.152,69.0295,76.4048
0.153,69.2827,76.2840
0.154,69.2827,76.2236
0.155,69.2827,76.1329
0.156,69.2827,76.0725
0.157,69.2827,75.9517
0.158,69.2827,75.8308
0.159,69.3671,75.7100
0.16,69.3671,75.5891
0.161,69.3671,75.5287
0.162,69.3671,75.4985
0.163,69.3671,75.4683
0.164,69.3671,75.4381
0.165,69.3671,75.2568
0.166,69.3671,75.1964
0.167,69.3671,75.1360
0.168,69.3671,75.1057
0.169,69.3671,75.0755
0.17,69.3671,75.0755
0.171,69.3671,74.9849
0.172,69.3671,74.8943
0.173,69.3671,74.7734
0.174,69.3671,74.6828
0.175,69.3671,74.6526
0.176,69.3671,74.5921
0.177,69.3671,74.5317
0.178,69.3671,74.5317
0.179,69.3671,74.5015
0.18,69.3671,74.4713
0.181,69.3671,74.3807
0.182,69.3671,74.3807
0.183,69.3671,74.3505
0.184,69.3671,74.2900
0.185,69.3671,74.2598
0.186,69.3671,74.2598
0.187,69.3671,74.2296
0.188,69.3671,74.1692
0.189,69.3671,74.1692
0.19,69.3671,74.0785
0.191,69.3671,74.0483
0.192,69.3671,74.0181
0.193,69.3671,74.0181
0.194,69.3671,73.9879
0.195,69.3671,73.9577
0.196,69.3671,73.9275
0.197,69.3671,73.9275
0.198,69.3671,73.8973
0.199,69.3671,73.8973
0.2,69.3671,73.8671
0.201,69.3671,73.8369
0.202,69.3671,73.8369
0.203,69.3671,73.8369
0.204,69.3671,73.7764
0.205,69.3671,73.7764
0.206,69.3671,73.7764
0.207,69.3671,73.7764
0.208,69.3671,73.7764
0.209,69.3671,73.7764
0.21,69.3671,73.7462
0.211,69.3671,73.7160
0.212,69.3671,73.6858
0.213,69.3671,73.6858
0.214,69.3671,73.6858
0.215,69.3671,73.6858
0.216,69.3671,73.6858
0.217,69.3671,73.5952
0.218,69.3671,73.5347
0.219,69.3671,73.5347
0.22,69.3671,73.5045
0.221,69.3671,73.5045
0.222,69.3671,73.4441
0.223,69.3671,73.4441
0.224,69.3671,73.3837
0.225,69.3671,73.3535
0.226,69.3671,73.3233
0.227,69.3671,73.2931
0.228,69.3671,73.2326
0.229,69.3671,73.2326
0.23,69.3671,73.1420
0.231,69.3671,73.1118
0.232,69.3671,73.1118
0.233,69.3671,73.0514
0.234,69.3671,72.9909
0.235,69.3671,72.8701
0.236,69.3671,72.8399
0.237,69.3671,72.8097
0.238,69.3671,72.7795
0.239,69.3671,72.7795
0.24,69.3671,72.7795
0.241,69.3671,72.7492
0.242,69.3671,72.6586
0.243,69.3671,72.6284
0.244,69.3671,72.5982
