94.1059 34.5466 83.1169 46.7433 86.1139 24.3295 94.8052 74.0741 97.0030 86.6539
96.1931 34.1765 81.1513 60.6566 0.0000 43.5414 95.1718 91.1733 99.5357 99.4080
99.9548 61.5287 89.8643 72.5478 62.0362 33.4395 35.2036 93.0573 99.0950 99.5541
99.8483 64.3474 88.1305 76.6887 76.4884 56.0183 18.3542 82.0721 96.9662 99.7461
95.7242 79.1101 88.4019 78.7822 2.8327 90.8665 85.2485 91.8501 91.1812 94.7073
96.7972 47.3295 84.9644 72.2268 0.0000 76.1709 96.4413 95.8505 0.0000 100.0000
97.6395 53.8990 86.1230 78.7475 2.6466 76.5253 97.2103 95.3131 98.4979 95.6768
97.7157 59.6053 84.9408 78.8596 0.0000 79.7368 96.2775 98.4649 92.8088 100.0000
95.0050 54.2705 82.0180 77.7278 11.4885 100.0000 97.2028 97.7523 98.0020 99.9591
96.4557 58.7959 80.0844 81.5481 0.0000 84.4019 99.3249 98.4363 98.9030 100.0000
93.9591 49.7132 75.9294 77.6673 0.0000 88.9484 80.6691 91.9312 0.0000 100.0000
94.3975 53.1284 81.5810 76.2245 32.5403 100.0000 97.0069 96.2102 0.0000 100.0000
93.5835 49.1221 78.9346 65.6107 96.0048 24.0076 95.0363 97.0992 92.8571 99.9618
93.6735 53.6896 80.8714 65.7920 26.5891 72.8690 97.1650 89.8537 94.5986 93.8772
92.3882 48.0496 88.4396 53.1283 51.1418 93.4374 95.9562 76.3041 0.0000 100.0000
93.0186 51.2352 85.1833 54.8284 2.9131 87.9692 97.3882 75.2968 0.0000 100.0000
96.6034 55.5008 85.7642 58.9983 67.4326 100.0000 98.7013 76.5025 0.0000 100.0000
91.6044 67.4729 87.0929 72.5750 72.8414 80.5367 97.5500 81.2295 0.0000 100.0000
94.6429 63.3355 88.1773 69.7794 70.0739 39.9237 96.8186 74.5563 89.3268 98.5072
91.1273 60.4154 86.6775 64.3987 77.8317 36.2082 95.3883 76.8527 0.0000 100.0000
93.9351 60.4846 85.1340 67.2837 22.5670 75.8318 90.6629 76.5996 0.0000 100.0000
95.7919 54.7865 86.8456 65.4250 79.6554 55.1987 97.3824 75.3636 0.0000 100.0000
89.1525 55.0238 84.6704 65.3866 34.5763 82.3892 96.5348 75.0531 0.0000 100.0000
88.6635 48.3378 81.7422 50.0449 84.8449 28.1222 83.1742 87.7808 91.6468 98.8320
92.4017 79.0677 85.9389 91.2929 9.1266 92.5242 88.8210 94.7230 86.5066 99.5602
98.4493 78.4782 89.7318 90.1396 70.7460 97.9739 29.1282 93.8766 98.3236 99.6398
100.0000 69.6570 87.1594 90.0792 72.2864 95.9367 12.1016 97.9947 98.1524 100.0000
100.0000 67.0767 83.7268 91.9742 7.0819 100.0000 8.1366 98.2425 96.4340 99.7657
99.0909 75.0753 71.2500 91.8122 86.0227 30.4034 0.0000 100.0000 98.6364 100.0000
100.0000 67.5732 85.2026 86.3494 90.2922 31.3808 0.8483 99.2155 99.4345 99.1109
100.0000 66.0468 87.3702 87.1626 66.2630 98.6803 7.3529 98.0804 95.8478 100.0000
99.6606 66.4319 73.0769 89.0258 5.8824 74.8239 59.9548 99.6479 97.2851 99.8826
98.1221 60.2907 79.1080 83.4884 0.0000 86.5698 60.0939 98.5465 0.0000 100.0000
94.9239 58.1860 74.1117 82.6287 65.9898 13.4512 35.5330 97.8478 0.0000 100.0000
95.4469 53.4556 78.2462 77.2214 0.5059 74.6827 94.4351 97.8138 0.0000 100.0000
95.6757 63.8445 74.5946 72.8294 91.3514 19.9136 80.0000 62.0302 0.0000 100.0000
89.6471 53.4153 77.8824 62.3893 80.7059 92.9694 60.9412 71.2203 0.0000 100.0000
83.7838 51.7719 72.5225 60.6817 65.7658 89.8751 89.1892 51.9069 0.0000 100.0000
88.5906 51.6369 72.8188 60.8167 75.8389 90.2464 97.3154 47.2832 0.0000 100.0000
76.9231 53.2529 71.7949 58.1489 77.6557 90.9457 94.5055 48.6586 0.0000 100.0000
99.6000 51.3656 72.0000 56.4988 69.6000 89.3715 50.0000 54.9852 0.0000 100.0000
92.2330 50.9617 75.4854 56.8187 61.4078 94.0350 72.5728 86.9462 0.0000 100.0000
84.1727 68.1718 80.0360 77.9736 0.5396 75.9912 6.4748 99.7797 0.0000 100.0000
83.8811 59.6907 79.3427 82.8866 99.0610 18.1443 5.1643 99.5876 0.0000 100.0000
88.9431 58.3420 79.8374 83.4197 0.0000 78.8601 75.2846 99.8964 0.0000 100.0000
84.4660 61.9147 77.0874 80.7492 0.7767 81.2695 80.3883 99.8959 0.0000 100.0000
91.7933 53.5266 81.3070 77.3913 94.3769 16.2319 78.4195 99.9034 0.0000 100.0000
92.9341 54.9906 78.4431 82.0151 10.8982 100.0000 81.7964 97.0810 0.0000 100.0000
93.0131 55.0230 82.5328 81.0138 92.4309 26.8203 91.9942 98.9862 0.0000 100.0000
97.1935 53.0876 82.2747 80.5777 93.7962 16.4343 66.1743 98.6056 0.0000 100.0000
91.1181 52.3373 80.5643 75.2521 6.1651 77.0852 68.7565 97.8002 0.0000 100.0000
92.8652 49.8243 84.8245 76.7135 95.4700 22.3199 52.7746 97.8032 0.0000 100.0000
93.2515 50.8566 82.6994 73.8503 6.6258 81.2444 57.9141 94.2290 0.0000 100.0000
89.8387 51.2761 79.5161 66.0093 73.2258 26.4501 60.6452 89.4432 0.0000 100.0000
89.0691 48.0176 78.9140 66.4569 92.7362 28.6344 58.4626 98.0491 0.0000 100.0000
92.7426 51.6399 78.0749 65.7235 89.9924 21.3505 68.6784 96.7846 98.0901 99.4212
90.9659 52.3785 77.4149 67.9421 12.0222 72.2854 55.4552 90.8997 94.3016 100.0000
90.5896 47.4964 80.6432 63.5877 32.3407 33.7871 56.7600 88.9645 0.0000 100.0000
92.4888 51.7425 80.3812 60.0678 37.5000 65.1016 73.0942 91.1907 96.4686 99.8064
89.6486 49.5413 81.2780 66.3761 99.7444 14.4954 51.4377 95.6881 98.1470 99.2202
93.9394 51.0181 81.0468 63.2919 25.9504 77.9977 58.1818 91.4027 98.2369 100.0000
93.3007 57.4324 83.5208 69.7505 77.4083 24.1164 59.3154 93.6590 96.4303 99.8960
92.6886 52.9055 83.4799 71.5008 67.7001 53.9666 62.4711 95.1491 93.1976 99.2420
92.8609 55.2297 83.3071 65.0538 34.6457 82.6979 3.4646 100.0000 97.0604 99.7067
91.9383 61.6015 85.0661 68.9822 43.9648 84.9493 0.0881 100.0000 90.0000 99.9518
93.5007 54.8038 85.2532 65.0880 17.7499 87.4605 48.1398 91.2043 94.2178 99.1881
93.9091 56.0986 84.5455 64.2008 25.6818 80.7574 52.1364 91.0172 93.5455 99.9560
94.2930 57.2678 85.6899 66.8888 56.6014 56.6847 41.7802 91.1703 95.9114 99.2503
94.4620 54.8294 84.7816 66.9133 63.8901 53.1032 51.1932 92.1907 93.0662 99.7534
95.8148 57.9921 83.5708 72.2835 24.6215 97.9134 65.4942 94.1732 93.2769 99.8819
91.8040 60.6403 85.5848 76.4972 32.1664 48.8136 1.6886 100.0000 90.0741 99.5857
94.7124 61.5209 83.9054 74.8289 7.6531 82.1673 24.3043 97.6426 91.7440 98.8973
95.4912 64.3012 83.6735 76.5850 54.2477 81.9885 19.2691 97.5144 92.5961 100.0000
97.4904 66.5340 86.0910 78.8391 42.1097 57.7114 16.9290 99.0050 94.0026 99.8010
98.6150 60.5246 85.5494 75.4210 44.6907 59.8769 18.1440 98.5104 96.8606 99.8057
99.6405 62.2490 83.9753 71.5529 23.1638 100.0000 25.8860 96.0174 98.1510 99.4311
100.0000 65.9077 84.9979 74.3169 67.0208 99.8179 31.9592 96.1749 98.4275 99.6357
99.9584 61.9202 85.6846 75.4505 88.1398 55.3914 36.2047 94.6824 96.7124 99.4682
99.9250 60.6804 86.6192 74.5120 71.0270 67.7914 57.3463 90.6860 97.9760 99.4980
99.9161 64.2736 85.6544 74.4651 90.4782 55.5743 35.5705 92.8773 95.8473 97.9730
100.0000 63.2664 85.4271 71.5930 62.1022 67.2557 29.4807 91.5930 94.3886 96.8942
99.7246 59.2243 86.5460 73.7444 54.2880 55.8429 7.3171 98.9806 94.7286 98.3839
99.8049 58.4981 86.2271 69.1615 84.2762 24.4806 33.0082 88.4856 94.1475 99.8748
100.0000 52.8348 86.5276 63.1720 85.3107 29.7410 2.8683 97.7273 95.0891 99.7556
98.0776 42.2211 86.6755 56.4965 87.0070 65.0617 97.2489 95.7174 94.5310 98.9838
99.4122 47.8671 87.3444 54.5407 39.6957 58.3617 98.2019 97.9063 94.8479 99.7906
94.0321 47.5151 84.6978 44.2771 63.1217 97.4649 45.2946 89.4578 93.4583 99.7992
96.5068 51.9779 85.9680 41.3090 14.1504 96.0921 96.8917 85.7588 96.8324 96.5955
79.6351 41.6058 86.2170 45.8596 50.5051 61.1377 99.0551 74.7043 78.8530 99.8993
92.2199 43.3908 75.7261 42.6724 91.2863 19.3487 36.8257 92.9598 89.0041 99.7126
100.0000 53.2333 78.1726 39.3187 91.3706 76.2702 7.8680 93.6490 95.1777 100.0000
100.0000 43.5204 72.2326 46.7347 91.7448 47.3469 95.3096 94.3367 97.7486 95.8163
97.5779 39.2938 80.2768 46.7632 62.1107 70.7107 81.6609 97.2386 95.5882 100.0000
93.3009 55.9843 82.3386 48.7696 82.5822 23.6018 93.6663 91.9463 95.1279 100.0000
77.1676 37.7680 86.5768 41.2597 22.1259 51.8011 92.4534 43.2486 88.9852 95.3591
54.9100 32.3974 92.3547 31.3591 68.5355 42.0953 98.7768 61.3025 0.0000 100.0000
86.0253 29.7521 91.8752 34.7567 79.7530 63.4757 96.7826 79.2241 94.7676 74.6327
95.5242 38.2531 93.2713 39.0135 0.0000 56.8142 97.2364 85.8647 98.4079 85.6892
96.3052 44.0294 92.8156 47.5571 49.1276 58.6870 97.0920 84.2294 97.4684 89.5491
93.7285 47.5005 88.4218 49.3820 11.8539 81.2396 95.6237 85.9436 94.4521 94.9640
94.8992 47.6067 90.6231 50.1372 61.8815 45.7927 96.7929 88.2317 96.1210 97.6677
95.5515 55.0168 88.8971 56.8064 73.7868 99.6941 69.0441 90.2570 94.0809 98.5928
93.9499 56.4475 85.7102 58.7336 44.8286 54.7007 80.8413 76.7531 93.8058 98.7285
92.4214 58.1715 83.9187 60.0308 46.3956 63.8797 78.4104 66.4969 90.5360 99.8342
