47.7791 48.8414 83.5534 10.3387 84.9940 82.4421 80.3121 99.9109 91.4766 99.5544
8.7943 45.1419 93.3333 15.8932 9.4563 82.0701 58.5579 94.1235 89.3617 96.9115
10.8374 60.7709 93.0596 38.7082 52.3671 36.3931 33.4944 94.9531 89.6296 95.6708
31.4183 58.8547 91.5865 40.9690 81.9231 15.6750 26.5865 93.4619 0.0000 100.0000
52.0435 56.4906 84.3771 39.0151 70.4351 20.7626 71.3579 66.7822 0.0000 100.0000
87.6254 59.4496 78.9298 46.7341 63.0769 46.2865 79.1304 62.5166 77.2575 71.2202
90.8602 66.2142 75.0896 58.7984 47.3118 16.2142 68.9964 67.6722 84.0502 76.2192
83.6096 75.3583 62.0626 73.9754 60.2210 37.1637 73.1123 77.2944 93.0018 79.0546
85.8058 59.0061 75.6670 56.5483 37.2465 21.9950 87.1932 61.6075 80.2561 75.1346
87.7241 63.5907 76.1379 46.4452 64.5517 10.2513 93.5172 58.9048 79.8621 63.4650
80.8786 59.4675 68.7339 65.7175 19.8966 97.0044 29.1990 97.1154 0.0000 100.0000
84.7458 61.9905 45.7627 53.9810 0.0000 79.8578 0.0000 99.3839 0.0000 100.0000
-nan 72.0310 -nan 54.6292 -nan 61.4639 -nan 100.0000 -nan 100.0000
-nan 71.3147 -nan 59.6282 -nan 91.8991 -nan 99.6680 -nan 100.0000
-nan 56.0928 -nan 80.9478 -nan 100.0000 -nan 99.8066 -nan 100.0000
-nan 73.8636 -nan 98.7216 -nan 100.0000 -nan 95.7386 -nan 100.0000
-nan 76.9939 -nan 99.3865 -nan 100.0000 -nan 95.7055 -nan 100.0000
-nan 76.5130 -nan 98.4150 -nan 10.8069 -nan 99.4236 -nan 100.0000
-nan 79.6029 -nan 100.0000 -nan 42.4188 -nan 99.0975 -nan 100.0000
-nan 85.8871 -nan 99.7984 -nan 100.0000 -nan 97.9839 -nan 100.0000
-nan 89.7129 -nan 99.7608 -nan 100.0000 -nan 95.9330 -nan 100.0000
-nan 85.4881 -nan 98.6807 -nan 3.9578 -nan 99.2084 -nan 100.0000
-nan 90.2357 -nan 100.0000 -nan 39.7306 -nan 100.0000 -nan 100.0000
100.0000 45.3416 63.2353 64.5963 0.0000 70.3416 1.4706 98.7578 87.2549 97.5155
100.0000 29.4527 69.5157 55.7214 83.1909 79.6020 0.0000 99.5025 100.0000 98.8060
100.0000 27.6596 70.9016 56.3367 81.1475 72.5254 91.8033 98.0574 97.9508 99.9075
99.4709 35.8446 65.0794 60.1110 75.6614 75.7335 99.4709 92.3870 100.0000 98.7312
100.0000 30.5837 55.7143 56.4202 71.4286 83.6576 100.0000 96.2646 0.0000 100.0000
100.0000 34.5906 66.1891 56.8537 48.4241 87.7645 85.1003 99.6320 94.8424 99.7240
98.5632 44.9367 71.8391 54.2194 0.0000 85.5485 16.0920 94.7257 95.1149 99.5781
99.5595 38.7906 76.8722 39.0759 84.5815 68.9675 62.7753 94.1814 79.2952 95.2082
99.4674 23.1688 76.6977 31.7403 90.5459 94.0260 82.9561 93.3506 87.3502 98.3377
99.7290 36.2542 76.1518 34.2986 82.1138 94.0203 87.2629 89.8082 93.9024 96.6905
91.3472 31.9804 76.0131 27.9542 67.7985 92.2422 86.6375 85.3028 74.0416 98.0360
78.4605 39.7071 76.9774 29.7396 82.6271 82.8723 83.1215 92.1481 93.2203 97.8438
81.6327 33.7166 63.9690 29.1170 82.2660 78.7269 51.6538 84.6407 75.0176 99.6715
53.5172 28.9544 69.8931 29.7587 73.6072 94.6764 76.7586 88.8548 79.1784 98.8893
56.7218 42.6749 68.4234 31.6691 70.7905 76.3484 64.1804 98.1050 79.6338 99.8178
87.2888 54.5154 73.2100 35.3524 83.5881 90.8590 25.2615 97.7239 75.9453 99.9633
-nan 73.5347 -nan 37.1449 -nan 84.7896 -nan 99.9640 -nan 100.0000
-nan 81.1890 -nan 44.1881 -nan 91.3043 -nan 100.0000 -nan 100.0000
-nan 72.5530 -nan 50.1027 -nan 81.3142 -nan 100.0000 -nan 100.0000
-nan 35.1421 -nan 65.8915 -nan 100.0000 -nan 100.0000 -nan 100.0000
100.0000 27.8261 63.0769 33.1677 78.4615 88.3230 89.2308 87.0807 0.0000 100.0000
92.6282 26.1473 58.9744 35.3255 55.4487 100.0000 99.6795 85.0587 100.0000 70.1174
100.0000 32.9322 55.4054 47.1554 91.8919 7.4398 56.7568 97.1554 0.0000 100.0000
100.0000 28.5118 52.6316 55.0765 73.6842 4.8679 98.2456 80.8067 0.0000 71.4882
100.0000 5.8824 61.1511 39.0196 0.0000 20.9804 30.2158 85.8824 90.6475 99.0196
99.3671 13.8012 63.9241 27.6023 99.3671 57.4269 17.0886 63.8596 86.0759 97.1930
100.0000 6.7938 68.1250 35.5185 0.0000 100.0000 36.2500 97.4970 84.3750 98.9273
99.4792 10.6405 57.8125 36.5702 81.7708 97.6240 9.3750 98.8636 67.1875 99.8967
100.0000 7.8014 68.3871 30.3783 82.9032 91.8440 0.0000 100.0000 56.7742 99.1726
99.4723 8.1040 71.2401 24.9235 81.2665 90.6728 0.0000 100.0000 94.1953 94.0367
